┌─────────┬──────────┬──────────────────┬────────────────┬──────────┬──────────┐
│ (index) │   sku    │   account_ref    │    user_ref    │ quantity │  value   │
│   278   │ 'IJBGXC' │ 'FKOQZTRECGBZKM' │       ''       │   '3'    │ '430.98' │
│   279   │ 'GLEWVY' │ 'KJJDZTDDIUGDAN' │ 'LLOLKCYIHJWF' │   '1'    │ '53.26'  │
│   280   │ 'GTLHCS' │        ''        │       ''       │   '1'    │ '340.29' │
│   281   │ 'GDXQEB' │ 'EZKPOPXHRZEPJX' │ 'QLQMKLYIHFOR' │   '1'    │ '387.58' │
│   282   │ 'OTSYHY' │ 'JGYLUSKYLMUISH' │ 'IREGFWFMRLXH' │   '3'    │ '517.7'  │
│   283   │ 'JVZVKB' │        ''        │       ''       │   '3'    │ '406.24' │
│   284   │ 'TXEHUL' │        ''        │       ''       │   '2'    │ '347.72' │
│   285   │ 'ZSFXBX' │        ''        │       ''       │   '3'    │ '217.33' │
│   286   │ 'ANZQXO' │ 'XWGJCOAMPBWVEL' │ 'KNJOAMLKHODL' │   '1'    │ '300.58' │
│   287   │ 'CVWRTK' │        ''        │       ''       │   '3'    │ '88.86'  │
│   288   │ 'TNCSFI' │        ''        │       ''       │   '1'    │ '209.03' │
│   289   │ 'MWDMHV' │        ''        │       ''       │   '2'    │ '225.71' │
│   290   │ 'ENXPLZ' │ 'QRPNZPCMXDVXKQ' │       ''       │   '2'    │ '515.47' │
│   291   │ 'KRMRTW' │ 'ZJURRWEKLFDEBE' │       ''       │   '2'    │ '263.46' │
│   292   │ 'ZFAQPR' │ 'XNLKOJQUDHEGUQ' │       ''       │   '1'    │ '387.48' │
│   293   │ 'ZNBEFZ' │        ''        │       ''       │   '2'    │ '581.98' │
│   294   │ 'WQYXHT' │        ''        │       ''       │   '1'    │ '582.89' │
│   295   │ 'FMNMQW' │ 'YRUWHPVYBQJHCR' │       ''       │   '1'    │ '428.4'  │
│   296   │ 'LZAPJZ' │ 'MHARMSXMKRHDLD' │ 'ZVJEQZPRFDVU' │   '2'    │ '68.61'  │
│   297   │ 'SVLCCM' │ 'QMZHBFUTPERHUT' │       ''       │   '1'    │ '242.63' │
│   298   │ 'LYBKFI' │ 'EEQIYOTPAHKNVD' │       ''       │   '2'    │ '21.11'  │
│   299   │ 'ZGCXYC' │ 'SKPYFIEEXASCBX' │       ''       │   '1'    │ '279.59' │
│   300   │ 'ATRVCR' │ 'QDNODQCBROEMKQ' │       ''       │   '3'    │ '425.2'  │
│   301   │ 'EBQWVD' │ 'KHZMNJODFVZLRL' │       ''       │   '3'    │ '199.85' │
│   302   │ 'DXVXSV' │ 'NYMPBWJHCZRQOV' │       ''       │   '2'    │ '145.23' │
│   303   │ 'XVTPAV' │        ''        │       ''       │   '3'    │ '480.39' │
│   304   │ 'GEWSUZ' │ 'CEHWPWZAZBSJGU' │       ''       │   '2'    │ '282.76' │
│   305   │ 'AAIONK' │ 'OKBDMOSKBSGJXS' │       ''       │   '3'    │ '157.24' │
│   306   │ 'PKZMUQ' │        ''        │       ''       │   '3'    │ '398.74' │
│   307   │ 'NCPZKX' │        ''        │       ''       │   '3'    │ '422.32' │
│   308   │ 'GQVDYT' │        ''        │       ''       │   '3'    │ '433.87' │
│   309   │ 'KOFWLM' │        ''        │       ''       │   '2'    │ '100.38' │
│   310   │ 'MAINXM' │        ''        │       ''       │   '1'    │ '258.62' │
│   311   │ 'UFHEHF' │ 'CVOCTBBDVSPRST' │       ''       │   '1'    │ '213.43' │
│   312   │ 'HJCBXT' │ 'HISUQSKFKJZTBA' │       ''       │   '1'    │ '437.35' │
│   313   │ 'YWZTYW' │ 'RLWYTCPVMZNROR' │       ''       │   '3'    │ '88.45'  │
│   314   │ 'JAACJG' │        ''        │       ''       │   '2'    │ '249.19' │
│   315   │ 'OQMRDD' │ 'YUVFXVGLRPXIWM' │ 'UXQSYQZBDSNA' │   '2'    │ '178.39' │
│   316   │ 'PYIGVH' │        ''        │       ''       │   '1'    │ '15.17'  │
│   317   │ 'BCGSJU' │ 'NVJWSMLQIAKVNF' │       ''       │   '2'    │ '159.93' │
│   318   │ 'BEOKIT' │        ''        │       ''       │   '3'    │ '447.14' │
│   319   │ 'QCOKWM' │        ''        │       ''       │   '1'    │ '182.11' │
│   320   │ 'UBVUUC' │        ''        │       ''       │   '2'    │ '181.9'  │
│   321   │ 'ATRUGK' │ 'IOAADSVPVRUPTA' │ 'YYRRMHQGJMGT' │   '2'    │ '613.45' │
│   322   │ 'XFAHFR' │ 'GWUQILVCDNPSOC' │       ''       │   '1'    │ '11.54'  │
│   323   │ 'EVHSEM' │        ''        │       ''       │   '3'    │ '287.21' │
│   324   │ 'QTUJDB' │ 'WCZXVIGFOCRPXQ' │       ''       │   '1'    │ '444.67' │
│   325   │ 'ROZVJX' │ 'YAZOAXOPAOCMTI' │       ''       │   '1'    │ '36.63'  │
│   326   │ 'OALIBV' │        ''        │       ''       │   '3'    │ '198.5'  │
│   327   │ 'JGRCQD' │        ''        │       ''       │   '3'    │ '530.06' │
│   328   │ 'LDYKKW' │        ''        │       ''       │   '3'    │ '126.99' │
│   329   │ 'QFYFXZ' │ 'MFKXSSJNSCCIMH' │       ''       │   '2'    │ '413.97' │
│   330   │ 'GRDADM' │ 'AGQJMCJXWWLXZB' │       ''       │   '1'    │ '520.04' │
│   331   │ 'WWGZMY' │ 'MMSFVULVSPMLZL' │ 'MIIZMZMZXFDF' │   '1'    │ '493.62' │
│   332   │ 'VBWNDB' │ 'LAXQVBGYYZFATQ' │ 'SNUGVRRPEYEC' │   '2'    │ '164.86' │
│   333   │ 'RCNZBI' │        ''        │       ''       │   '2'    │ '297.65' │
│   334   │ 'LZVEDT' │        ''        │       ''       │   '3'    │ '399.95' │
│   335   │ 'AYHTKP' │        ''        │       ''       │   '3'    │ '264.45' │
│   336   │ 'PSDWJD' │ 'YBYXANBLLDKFWE' │       ''       │   '1'    │ '598.94' │
│   337   │ 'HHDTQR' │ 'YAZOAXOPAOCMTI' │       ''       │   '2'    │  '46.2'  │
│   338   │ 'CUCEXV' │ 'LZDRTTXHQLPRGV' │       ''       │   '1'    │ '110.1'  │
│   339   │ 'JQGGLK' │        ''        │       ''       │   '1'    │ '428.65' │
│   340   │ 'TYGQFG' │ 'LAXQVBGYYZFATQ' │ 'RORRBRXAWPMS' │   '2'    │ '222.02' │
│   341   │ 'LJYISC' │        ''        │       ''       │   '2'    │ '446.45' │
│   342   │ 'BKVLXP' │ 'WOWGCGMKDOVVKJ' │       ''       │   '3'    │ '294.39' │
│   343   │ 'HPIIUT' │        ''        │       ''       │   '2'    │ '76.81'  │
│   344   │ 'VKIQFJ' │ 'HLITXZUSDZSVHQ' │ 'SKZKYFFAKMHK' │   '2'    │ '466.21' │
│   345   │ 'ZLGKOK' │ 'CHZFCBLBDUUVDL' │       ''       │   '1'    │ '123.25' │
│   346   │ 'BEJNHX' │ 'NRQXJZMMYINMJE' │ 'IPYIPJAPOXFT' │   '3'    │  '96.3'  │
│   347   │ 'PGCMZU' │ 'WNDQYMDSPTJMMX' │ 'AUMZYCROQRSI' │   '3'    │ '189.97' │
│   348   │ 'TAPPJF' │ 'WTXIQLAROTGDWT' │       ''       │   '1'    │ '35.49'  │
│   349   │ 'WGQQWG' │ 'LIVBZBBCQCWGWN' │ 'SURWZQFVVXGN' │   '2'    │ '122.98' │
│   350   │ 'LLOYDU' │        ''        │       ''       │   '3'    │ '129.64' │
│   351   │ 'TKOZDL' │ 'QXLUVSJRNRDWXY' │       ''       │   '2'    │ '134.19' │
│   352   │ 'KCTGZA' │ 'ZPJOVBWYQWTBQF' │ 'BMZYKLVFRRMH' │   '2'    │ '136.51' │
│   353   │ 'KLZMZI' │        ''        │       ''       │   '1'    │ '302.02' │
│   354   │ 'RPPRII' │ 'PZDBMRCXHNSNKG' │       ''       │   '3'    │ '106.42' │
│   355   │ 'RMRVGZ' │        ''        │       ''       │   '1'    │ '484.47' │
│   356   │ 'RMXYRB' │        ''        │       ''       │   '2'    │ '492.16' │
│   357   │ 'ETISLS' │ 'EMRRUSUVDDAKLU' │       ''       │   '2'    │ '525.63' │
│   358   │ 'HAVUAL' │        ''        │       ''       │   '2'    │ '145.68' │
│   359   │ 'XFUMYS' │        ''        │       ''       │   '1'    │ '48.31'  │
│   360   │ 'GPVDUE' │        ''        │       ''       │   '3'    │ '432.27' │
│   361   │ 'RTNKHK' │        ''        │       ''       │   '2'    │ '494.41' │
│   362   │ 'FSAPVM' │ 'TFMGIHDKYDRTPW' │       ''       │   '2'    │ '524.78' │
│   363   │ 'NZJYOS' │        ''        │       ''       │   '1'    │ '331.66' │
│   364   │ 'OIUIXE' │ 'GNMXDGMJCVNYBI' │ 'VEQWEQITTZVT' │   '2'    │ '623.49' │
│   365   │ 'OBJXWI' │        ''        │       ''       │   '3'    │ '204.05' │
│   366   │ 'BSSXRD' │ 'RUKHEBAJALWYKK' │       ''       │   '1'    │ '380.67' │
│   367   │ 'TJREMT' │        ''        │       ''       │   '2'    │ '218.18' │
│   368   │ 'IPFSVT' │ 'JTIYAWLYZWGOLR' │       ''       │   '2'    │ '490.29' │
│   369   │ 'HOPWFA' │ 'PGQROZBQDXKACZ' │ 'MTHFZINRAQDM' │   '2'    │ '560.24' │
│   370   │ 'SJKZVX' │ 'EADEXETGYEYNSM' │ 'CBDFIVOYRHAM' │   '3'    │ '449.2'  │
│   371   │ 'ZLZZEI' │ 'IEKBPBVDBBLTHC' │ 'SPUCMRIPUGUO' │   '1'    │ '311.98' │
│   372   │ 'HHDTQR' │        ''        │       ''       │   '2'    │ '37.57'  │
│   373   │ 'CRVHFI' │ 'JVSKUVGJKPTJJW' │       ''       │   '1'    │ '626.84' │
│   374   │ 'ZLDGOT' │ 'FQVEJHMGIDMFUL' │ 'ICSYHVKEDPJR' │   '1'    │ '47.01'  │
│   375   │ 'FAMYVM' │        ''        │       ''       │   '1'    │ '198.59' │
│   376   │ 'DVHOYT' │ 'ETEPLUYJMUFCLR' │ 'BJMHMRXZKCDS' │   '2'    │ '46.68'  │
│   377   │ 'PMVDAO' │ 'QRWAYFYPFTZPRG' │       ''       │   '1'    │ '246.09' │
│   378   │ 'ASHSJD' │ 'ZTYHZAFDNWLXJY' │       ''       │   '3'    │ '344.83' │
│   379   │ 'MWSETO' │ 'RRTLITGWBNLAML' │       ''       │   '1'    │ '91.42'  │
│   380   │ 'BTZPQT' │ 'IBCCRYUUGSMIZD' │       ''       │   '3'    │ '57.89'  │
│   381   │ 'GCYAAM' │        ''        │       ''       │   '3'    │ '268.77' │
│   382   │ 'LPMJXH' │ 'OWCSBCZLICAHHB' │ 'KGTUIZNVMRRW' │   '3'    │ '189.81' │
│   383   │ 'OXRJQH' │ 'GYWLUBSRDHHACY' │ 'DJTXABVLGHPN' │   '1'    │ '204.37' │
│   384   │ 'IIHWOK' │        ''        │       ''       │   '2'    │ '488.39' │
│   385   │ 'BWOBEM' │ 'LNSNGBNHLRXVTD' │       ''       │   '1'    │ '223.97' │
│   386   │ 'ZGINQF' │ 'IWONRTJTUPYGPA' │       ''       │   '3'    │ '440.52' │
│   387   │ 'IAIMRD' │ 'JMMULDSXXTEYYY' │       ''       │   '2'    │ '165.11' │
│   388   │ 'DJIXWI' │ 'COLTCVQEHAOXGM' │       ''       │   '1'    │ '322.46' │
│   389   │ 'DGIVQP' │ 'VBRCWRGNGCBBNS' │ 'BSRHVXSJQKRF' │   '1'    │ '279.23' │
│   390   │ 'MGFUZS' │        ''        │       ''       │   '3'    │ '420.29' │
│   391   │ 'RMBNOZ' │ 'MHVONQQRTYNYWB' │       ''       │   '3'    │ '206.24' │
│   392   │ 'IUEXMV' │        ''        │       ''       │   '3'    │ '495.08' │
│   393   │ 'YMBBPZ' │ 'EZNMMISHERPEER' │       ''       │   '2'    │ '136.38' │
│   394   │ 'PHELAC' │ 'YSIZYUWNWYXSBI' │ 'WWOLYKOECPBP' │   '3'    │ '570.16' │
│   395   │ 'PKELWR' │ 'EVZUAIAOHSSBVN' │       ''       │   '1'    │ '535.21' │
│   396   │ 'HFUHGS' │ 'QUBZAGPLRNJHGY' │ 'EDWWKRPPGKXE' │   '2'    │ '306.91' │
│   397   │ 'XSLOWX' │ 'OZXECALYNCVYOW' │ 'BEDHLWVJDRPM' │   '2'    │ '204.15' │
│   398   │ 'CUGCRJ' │ 'YRGNIUDXOVAGOS' │       ''       │   '1'    │ '564.88' │
│   399   │ 'CRQCDH' │        ''        │       ''       │   '3'    │ '424.13' │
│   400   │ 'DYOTMB' │ 'ABAFCTNWWLSUXY' │       ''       │   '3'    │ '87.81'  │
│   401   │ 'YIKPFK' │ 'CIHOQKCSVMVGVG' │ 'QWFSWBCCJBDN' │   '3'    │ '203.44' │
│   402   │ 'BQFFDQ' │        ''        │       ''       │   '1'    │ '43.47'  │
│   403   │ 'RUSPOH' │ 'RZVVBWOBMGNNHT' │       ''       │   '2'    │ '178.46' │
│   404   │ 'QLMHGV' │ 'JAJOSUEYHGOKKP' │ 'REZMQKXXWXPO' │   '1'    │ '313.6'  │
│   405   │ 'FEZKFP' │ 'BNQCPIQBCWUIJE' │       ''       │   '1'    │ '13.81'  │
│   406   │ 'QNWSCQ' │ 'QACGHPRCBSCGBF' │ 'SQOINMZAQFHI' │   '2'    │ '11.11'  │
│   407   │ 'VEUUQC' │        ''        │       ''       │   '1'    │ '123.49' │
│   408   │ 'MBNMOK' │ 'XTYFADRZIQVBET' │ 'RISTJGVILENB' │   '2'    │  '80.7'  │
│   409   │ 'RPLAXB' │ 'CHZFCBLBDUUVDL' │ 'KOUNIWFTTYSD' │   '2'    │ '503.77' │
│   410   │ 'BGOWLV' │ 'GWCJZOCSFZVCOV' │ 'QGQYIQCGMDTN' │   '3'    │  '355'   │
│   411   │ 'VZDCPA' │ 'OGGFDKJSWULWVQ' │       ''       │   '1'    │ '654.22' │
│   412   │ 'ZBJSVZ' │ 'YPGYHILEWOYBLN' │ 'GWKXDMGSQJYT' │   '1'    │ '531.09' │
│   413   │ 'FOWWOA' │ 'VZDOMPTFEBLUQK' │ 'PACEPIWWIUFJ' │   '3'    │ '114.34' │
│   414   │ 'KFUWGO' │ 'UPGMTIJLDIZJPM' │       ''       │   '3'    │ '511.03' │
│   415   │ 'AJSIHN' │ 'WOWGCGMKDOVVKJ' │ 'VFVSEVHUDYKS' │   '3'    │ '204.21' │
│   416   │ 'RQYIXB' │ 'ORJUECRWNLIPOJ' │       ''       │   '3'    │ '272.03' │
│   417   │ 'FFKZKA' │ 'EFZJDRWSSZMXGX' │       ''       │   '2'    │ '35.96'  │
│   418   │ 'FNNTUO' │ 'LLZMMSEKZGQZSH' │       ''       │   '1'    │ '529.46' │
│   419   │ 'QODIVD' │ 'RHMXHURMGXQNMJ' │ 'KMGYOMUKSIVK' │   '1'    │ '284.83' │
│   420   │ 'EFPFJI' │        ''        │       ''       │   '2'    │ '102.19' │
│   421   │ 'RYSYTK' │ 'WCXFAOLWFRTUUJ' │       ''       │   '2'    │ '207.9'  │
│   422   │ 'OUYKUD' │        ''        │       ''       │   '3'    │ '369.85' │
│   423   │ 'UAFOCZ' │ 'BOCNUEKCFYHLRG' │       ''       │   '3'    │ '606.33' │
│   424   │ 'BMMPJV' │ 'CVBRJLPXQZIXQG' │ 'LWEBJLKDWXWT' │   '3'    │ '313.22' │
│   425   │ 'XBDFYQ' │        ''        │       ''       │   '3'    │ '351.72' │
│   426   │ 'HVJRNO' │        ''        │       ''       │   '2'    │ '218.41' │
│   427   │ 'XKOEZX' │ 'UEWAGCIKXRVQZB' │ 'KTJZZPETJOBG' │   '3'    │ '372.56' │
│   428   │ 'YXHGIA' │ 'BUQLRSHHJGEIFF' │ 'NIHBWRKDSOBG' │   '3'    │ '65.51'  │
│   429   │ 'FBRRUH' │        ''        │       ''       │   '1'    │ '424.31' │
│   430   │ 'DEGGHH' │ 'EMRRUSUVDDAKLU' │       ''       │   '1'    │ '351.56' │
│   431   │ 'FZSKJR' │ 'OZXECALYNCVYOW' │ 'RGLYPCBEROPQ' │   '2'    │ '494.46' │
│   432   │ 'KASZIJ' │        ''        │       ''       │   '1'    │ '293.94' │
│   433   │ 'PAHNZL' │        ''        │       ''       │   '1'    │ '47.07'  │
│   434   │ 'IUJGHA' │        ''        │       ''       │   '2'    │ '100.3'  │
│   435   │ 'NNMQWF' │        ''        │       ''       │   '2'    │ '63.96'  │
│   436   │ 'MKWYLC' │        ''        │       ''       │   '2'    │ '422.01' │
│   437   │ 'BIIZAU' │        ''        │       ''       │   '3'    │ '436.6'  │
│   438   │ 'ABVFJK' │        ''        │       ''       │   '1'    │ '170.2'  │
│   439   │ 'CVGDKL' │ 'UAVPNGVNZRYJXK' │ 'PKRUWSIQMMQU' │   '2'    │ '28.08'  │
│   440   │ 'JPAORD' │ 'IJVQUWMXEAZDIE' │       ''       │   '1'    │ '341.5'  │
│   441   │ 'QYNPEM' │        ''        │       ''       │   '1'    │ '228.92' │
│   442   │ 'ZJNIDZ' │ 'PFDKRUMIBJQYIG' │ 'JPVUXQUAPWNE' │   '3'    │ '186.21' │
│   443   │ 'ZJSOFF' │ 'BGMCDNYNGFVHEE' │ 'MCXBXIPLBCCI' │   '2'    │ '543.46' │
│   444   │ 'KGNTBT' │        ''        │       ''       │   '1'    │ '552.26' │
│   445   │ 'UHRBNP' │        ''        │       ''       │   '2'    │ '448.1'  │
│   446   │ 'SNJZHX' │        ''        │       ''       │   '3'    │ '556.79' │
│   447   │ 'XSEAZG' │ 'NLNFNRSBQBSIXB' │       ''       │   '3'    │ '126.19' │
│   448   │ 'TKZDCH' │        ''        │       ''       │   '1'    │ '163.02' │
│   449   │ 'TFSEOM' │ 'QIJPFFDWRUODAB' │       ''       │   '2'    │ '355.85' │
│   450   │ 'RIDXXI' │        ''        │       ''       │   '2'    │ '535.38' │
│   451   │ 'UTQSEF' │        ''        │       ''       │   '3'    │ '460.47' │
│   452   │ 'IUBLDF' │        ''        │       ''       │   '3'    │ '401.72' │
│   453   │ 'AYHTKP' │        ''        │       ''       │   '1'    │ '301.41' │
│   454   │ 'AFMEHZ' │ 'INOTGNRVSFFNLR' │ 'PVPXRVEQXHTR' │   '3'    │ '77.87'  │
│   455   │ 'RZWMVD' │        ''        │       ''       │   '3'    │ '81.15'  │
│   456   │ 'TQKKPF' │ 'XUNXXTHSJIJOCE' │       ''       │   '2'    │ '218.57' │
│   457   │ 'EYYWVR' │ 'MDUGFBEPFGZAOF' │ 'ZAPEBUINOOUH' │   '2'    │ '447.23' │
│   458   │ 'PWCYRR' │ 'KTDLZSUKHQMLLG' │ 'GIJPJAQETBZN' │   '1'    │ '675.57' │
│   459   │ 'CQOKEH' │        ''        │       ''       │   '1'    │ '208.52' │
│   460   │ 'BZMWBH' │        ''        │       ''       │   '3'    │ '109.99' │
│   461   │ 'WVNXXV' │ 'OPENKBXEVSUCZH' │       ''       │   '3'    │ '380.53' │
│   462   │ 'SNTBAS' │        ''        │       ''       │   '1'    │ '16.89'  │
│   463   │ 'YTSCPR' │ 'ACJCXUMQVEWAEI' │       ''       │   '3'    │ '295.55' │
│   464   │ 'CDKXZE' │ 'RUKHEBAJALWYKK' │ 'ZNJBYYHHACNO' │   '3'    │ '311.9'  │
│   465   │ 'RUISLR' │        ''        │       ''       │   '3'    │ '154.57' │
│   466   │ 'MGFXQK' │        ''        │       ''       │   '2'    │ '367.69' │
│   467   │ 'WFDPQV' │        ''        │       ''       │   '1'    │ '707.4'  │
│   468   │ 'JZOQZU' │        ''        │       ''       │   '3'    │ '264.66' │
│   469   │ 'EIAVGO' │        ''        │       ''       │   '2'    │ '234.04' │
│   470   │ 'ZWMFCH' │ 'JJEVIBUUOVYAOB' │ 'BEDHLWVJDRPM' │   '2'    │ '160.83' │
